t,target,theta,err,tau
2.549999999999968,0.7853981633974483,0.6532922040486767,0.13207298608887819,1.972933578946585
2.5549999999999677,0.7853981633974483,0.6531597234955553,0.13210595934877156,1.985546181418773
2.5599999999999676,0.7853981633974483,0.6529293790758949,0.132238439901893,1.9994742649029649
2.5649999999999675,0.7853981633974483,0.6526029761365468,0.1324687843215534,2.0146730951825558
2.5699999999999674,0.7853981633974483,0.6521824762862181,0.13279518726090145,2.03109616163529
2.5749999999999673,0.7853981633974483,0.6516699915287044,0.13321568711123022,2.048695288707911
2.579999999999967,0.7853981633974483,0.6510677782010239,0.13372817186874386,2.0674207489328005
2.584999999999967,0.7853981633974483,0.6503782307299403,0.13433038519642437,2.08722137726803
2.589999999999967,0.7853981633974483,0.6496038752204798,0.135019932667508,2.108044686542662
2.594999999999967,0.7853981633974483,0.6487473628901379,0.13579428817696848,2.129836983789782
2.599999999999967,0.7853981633974483,0.6478114633625445,0.13665080050731038,2.152543487250679
2.6049999999999667,0.7853981633974483,0.6467990578344128,0.1375867000349038,2.17610844383477
2.6099999999999666,0.7853981633974483,0.6457131321296324,0.13859910556303545,2.2004752468213358
2.6149999999999665,0.7853981633974483,0.644556769654383,0.13968503126781584,2.2255865535908788
2.6199999999999664,0.7853981633974483,0.6433331442671436,0.14084139374306526,2.251384403175908
2.6249999999999662,0.7853981633974483,0.6420455130774522,0.14206501913030467,2.2778103334232993
2.629999999999966,0.7853981633974483,0.6406972091872289,0.1433526503199961,2.3048054975629153
2.634999999999966,0.7853981633974483,0.6392916343884189,0.14470095421021933,2.332310779980081
